id_lotto,id_pa,id_be,object,id_award_procedure,amount,start_date,id_lsf,id_forma_giuridica,cpv,n_winners
188074,11278513,2987,92249,cannule vent lotto n. 6 - ditta Medtronic,1,38588.0,2016-12-30,3,135,33,1
188096,1346223,33034,233381,BS 413-15/LC - SERVIZI DI SUPPORTO ALLA GESTIONE E MANUTENZIONE ORDINARIA DI CENTRI DI RACCOLTA,1,540000.0,2016-11-17,2,176,90,1
188376,13553395,25560,87542,SCAMBIO CULTURALE CON MONTIGNY LE BRETONNEUX ILE DE FRANCE,1,15000.0,2018-01-27,2,90,63,1
188492,17751564,2985,90518,"Fornitura di sistemi analitici per esecuzione degli esami di area ematologia, microbiologia, Immunologia, Urine-Proteine-Microscopia chimica, Chimica clinica, Immunometria, per il Dipartimento di Medicina di Laboratorio, sedi ospedaliere di Belluno.",1,310000.0,2018-03-29,3,135,33,1
188554,13904906,2985,93390,"Rinnovo della fornitura di sistemi analitici per l'esecuzione degli esami di area Ematologia, Microbiologia, Immunologia, Urine-Proteine-Microscopia chimica, Chimica Clinica - Immunometria, per il Dipartimento di Medicina di Laboratorio, sedi ospedal",1,208235.92,2017-05-25,3,135,33,1
188608,3063265,2951,91144,"RECUPERO DELL'EDIFICIO ""D"" CON IL RICAVO DI N. 20 ALLOGGI E REALIZZAZIONE DELLE OPERE DI URBANIZZAZIONE IN COMUNE DI PIOVENE ROCCHETTE (VI), EX QUARTIERE OPERAIO ""A. ROSSI"" (RUP: ING. ROBINO)",1,1276349.2,2016-01-18,1,163,45,1
188699,5935952,16272,384742,"SERVIZI DI RITIRO, TRATTAMENTO, RECUPERO E/O SMALTIMENTO FRAZIONI UMIDO ORGANICO E VERDE - BARICENTRO LOREO(RO)",1,120540.0,2016-08-16,2,154,90,1
188849,2863699,31568,3261,Subaffidamento servizi TPL settore extraurbano di Vicenza esercizio invernale 2018/2019 Lotto 2 Schio,1,50504.5,2018-09-10,2,157,60,2
188850,2863699,31568,100658,Subaffidamento servizi TPL settore extraurbano di Vicenza esercizio invernale 2018/2019 Lotto 2 Schio,1,50504.5,2018-09-10,2,157,60,2
188881,16932166,25602,93285,FT 132-FE - 050318 - Noleggio 1 Pullman per Bolzano (200218),1,500.0,2018-03-08,2,90,60,1
189004,1032259,33034,93518,FORNITURA SODIO CLORITO SOL. 25% E ACIDO CLORIDRICO SOL. 32%,1,1498875.0,2018-09-10,3,176,24,1
190210,1127116,33063,252746,TRONCO 18 - SP 74 PEDEMONTANA DEL GRAPPA/ SP 57 EZZELINA/SP 55 CUSINATI/SP 248 SCHIAVONESCA MAROSTICANA TRATTO BASSANO-CONFINE TREVISO/SP 75 VOLON/SP 90 MARINI,1,36000.0,2018-11-01,2,176,90,1
190644,15631186,25560,85115,VIAGGIO ISTRUZIONE MADRID DAL 19 AL 23 MARZO 2018,1,9000.0,2018-03-19,2,90,63,1
190651,8772102,2404,120051,"SERVIZIO DI RECUPERO, PER LOTTI SEPARATI DEI SEGUENTI RIFIUTI: LOTTO N. 1 BIODEGRADABILE DI CUCINE E MENSE CER 20.01.08",1,793800.0,2016-07-01,2,176,90,3
190652,8772102,2404,305169,"SERVIZIO DI RECUPERO, PER LOTTI SEPARATI DEI SEGUENTI RIFIUTI: LOTTO N. 1 BIODEGRADABILE DI CUCINE E MENSE CER 20.01.08",1,793800.0,2016-07-01,2,176,90,3
190653,8772102,2404,350960,"SERVIZIO DI RECUPERO, PER LOTTI SEPARATI DEI SEGUENTI RIFIUTI: LOTTO N. 1 BIODEGRADABILE DI CUCINE E MENSE CER 20.01.08",1,793800.0,2016-07-01,2,176,90,3
190844,16044365,2435,93312,Introduttore per cateteri ventricolari ID 14P005,1,11175.0,2016-11-01,3,139,33,1
191985,7269608,2985,91224,"Procedura aperta per la fornitura di apparecchiature per trattamenti dialitici e dei relativi materiali dedicati per l'U.O.C. di Nefrologia e Dialisi dell'ULSS 1 di Belluno, proroga della fornitura per il periodo 01.10.2016 - 31.03.2017. Importo   19",1,1300000.0,2016-10-01,3,135,33,1
192331,11149311,31568,3261,Subaffidamento servizi TPL settore extraurbano di Vicenza Lotto 2 Schio,1,28944.0,2018-06-10,2,157,60,1
192359,275156891,25560,93444,SOGGIORNO STUDIO A VALENCIA CLASSI 3BRIM - 3BAFM DAL 19 AL 25 MARZO 2017,1,18000.0,2017-03-19,2,90,80,1
192379,11127251,6208,101885,LAVORI DI EFFICIENZA E RISPARMIO ENERGETICO CENTRALI TERMICHE SCUOLA ELEMENTARE SCIPIONI E SCUOLA MEDIA F. CAPPA.,1,181244.07,2017-10-17,1,15,45,1
192396,3646759,32906,93393,"PROCEDURA APERTA - ART.60 D.LGS. 50/2016 - APP. CPT 1701 FORNITURA DI STRUMENTAZIONI SCIENTIFICHE PER IL CENTRO PIATTAFORME TECNOLOGICHE DELL’UNIVERSITA’ DI VERONA. IMPORTO TOTALE A BASE D’ASTA € 717.800,00 IVA ESCLUSA (“Oneri per la sicurezza per r",1,93800.0,2018-03-06,3,124,38,1
192445,887797719,328512,15437,FORNITURA DI FARMACI E PARAFARMACI PER LA FARMACIA COMUNALE PRESSO CENTRO COMMERCIALE 'LA GRANDE MELA',1,1000000.0,2017-10-01,3,154,33,1
192753,15531605,25602,93285,FT 315-FE - 120617 - Noleggio 1 Pullman per Torri del Benaco (010617),1,400.0,2017-06-15,2,90,60,1
193060,3955708,2435,89104,Camici DM LOTTO 1 ID15P052 - 2,1,460000.0,2018-02-01,3,139,24,1
193081,9743242,626,106832,ACCORDO QUADRO PER LA MANUTENZIONE MP72 DEI PONTONI GALLEGGIANTI AZIENDALI PRESSO CANTIERI TERZI,1,556661.9,2018-05-22,2,176,50,1
193571,10521550,5378,92944,Aggiudicazione appalto servizi assicurativi quadriennio 2017/2021: Polizza All Risks CIG 71435335EA.,1,166500.0,2017-12-31,2,15,66,1
193861,48590016,10237,100658,ACQUISTO SERVIZIO TRASPORTO EXTRACITTADINO SPORT ANCHIO,1,4225.0,2018-12-03,2,15,60,1
194093,15977660,8421,119325,AFFIDAMENTO DELLA GESTIONE DEI SERVIZI CIMITERIALI PER IL TRIENNIO 2017-2019  IMPEGNO DI SPESA - CIG,1,37008.15,2017-03-22,2,15,98,1
194138,6566196,2435,282603,"Catetere guida ad ampio lume, varie curve e configurazioni, misure varie",1,39000.0,2017-05-01,3,139,33,1
194263,6991757,12692,3079,AFFIDAMENTO IN CONCESSIONE DEL SERVIZIO DI TESORERIA COMUNALE PERIODO 2016/2020,1,15000.0,2016-05-01,2,15,66,1
194763,3624591,3560,95694,"LOTTO N. 1 - FORNITURA CARNE BOVINE, SUINE, AVICUNICOLE E SALUMI",1,297077.26,2016-01-01,3,145,3,3
194764,3624591,3560,85113,"LOTTO N. 1 - FORNITURA CARNE BOVINE, SUINE, AVICUNICOLE E SALUMI",1,297077.26,2016-01-01,3,145,3,3
194765,3624591,3560,87971,"LOTTO N. 1 - FORNITURA CARNE BOVINE, SUINE, AVICUNICOLE E SALUMI",1,297077.26,2016-01-01,3,145,3,3
195277,11416179,4554,94229,PROGETTO STRADE SICURE - FORNITURE ED INSTALLAZIONE CENTRALINE FISSE DEL RILIEVO DELLA VELOCITÀ DA REMOTO,1,225350.0,2016-11-11,3,14,34,1
195359,11168149,10047,325248,BANDO PER CONCORSO DI IDEE PER LA RIQUALIFICAZIONE DI VIA ERIDANIA,1,2496.6075,2017-02-27,2,15,75,4
196444,2516417,32906,98288,"FORNITURA DI MATERIALE IGIENICO SANITARIO.
APP 1816
CIG 74699437F7
PROC NEG - RDO MEPA N. 1942289",1,216720.0,2018-10-23,3,124,30,1
196518,10835731,2997,84840,Servizio Approvvigionamenti - Procedura aperta per l'aggiudicazione dell'Appalto Specifico per l'affidamento della fornitura di prodotti farmaceutici ``in concorrenza`` (n. 121 Lotti) nell'ambito del Sistema Dinamico di Acquisizione della Pubblica Am,1,4364.5,2016-07-01,3,135,33,1
196879,7329729,25602,93285,FT 648-FE - 301217 - Noleggio 1 Pullman per Trieste (Castello di Miramare - 141117),1,750.0,2017-12-29,2,90,60,1
197157,5241553,31568,3261,Subaffidamento servizi diT.P.L. Lotto 7 Padova  Extraurbano,1,21596.0,2017-09-13,2,157,60,2
197158,5241553,31568,100658,Subaffidamento servizi diT.P.L. Lotto 7 Padova  Extraurbano,1,21596.0,2017-09-13,2,157,60,2
197744,11623798,25602,93285,FT 257-FE - 040518 - Noleggio 1 Pullman per Arqua Petrarca (270418),1,454.55,2018-06-19,2,90,60,1
197782,2865378,15362,160653,"FORNITURA DI CONTENITORI
DA 23 E 30 LITRI PER LA RACCOLTA DIFFERENZIATA
DEI RIFIUTI – LOTTO N. 1",1,208000.0,2017-03-17,3,176,34,1
197841,15546215,2223,89809,LAVORI RELATIVI AL RIFACIMENTO DEL MANTO D'USURA DRENANTE E DEGLI STRATI SOTTOSTANTI SULLE PAVIMENTAZIONI: DELL'AUTOSTRADA A31 DELLA VALDASTICO DAL KM 55+600 AL KM 61+100 -  CARREGGIATA NORD -  LOTTO 7/2016.,1,212726.414,2017-05-08,1,176,45,5
197842,15546215,2223,89983,LAVORI RELATIVI AL RIFACIMENTO DEL MANTO D'USURA DRENANTE E DEGLI STRATI SOTTOSTANTI SULLE PAVIMENTAZIONI: DELL'AUTOSTRADA A31 DELLA VALDASTICO DAL KM 55+600 AL KM 61+100 -  CARREGGIATA NORD -  LOTTO 7/2016.,1,212726.414,2017-05-08,1,176,45,5
197843,15546215,2223,92587,LAVORI RELATIVI AL RIFACIMENTO DEL MANTO D'USURA DRENANTE E DEGLI STRATI SOTTOSTANTI SULLE PAVIMENTAZIONI: DELL'AUTOSTRADA A31 DELLA VALDASTICO DAL KM 55+600 AL KM 61+100 -  CARREGGIATA NORD -  LOTTO 7/2016.,1,212726.414,2017-05-08,1,176,45,5
197844,15546215,2223,94624,LAVORI RELATIVI AL RIFACIMENTO DEL MANTO D'USURA DRENANTE E DEGLI STRATI SOTTOSTANTI SULLE PAVIMENTAZIONI: DELL'AUTOSTRADA A31 DELLA VALDASTICO DAL KM 55+600 AL KM 61+100 -  CARREGGIATA NORD -  LOTTO 7/2016.,1,212726.414,2017-05-08,1,176,45,5
197845,15546215,2223,155943,LAVORI RELATIVI AL RIFACIMENTO DEL MANTO D'USURA DRENANTE E DEGLI STRATI SOTTOSTANTI SULLE PAVIMENTAZIONI: DELL'AUTOSTRADA A31 DELLA VALDASTICO DAL KM 55+600 AL KM 61+100 -  CARREGGIATA NORD -  LOTTO 7/2016.,1,212726.414,2017-05-08,1,176,45,5
197897,6359952,16272,290662,FORNITURA DI N. 500 CASSONETTI DA 1700 LT (PIÙ N. 500 OPZIONALI) IN POLIETILENE PER LA RACCOLTA DIFFERENZIATA DEI RIFIUTI URBANI,1,410000.0,2018-09-07,3,154,44,1
197964,6879897,26527,91948,Pagamento Fattura n.0000151/75 del 29/03/2018 viaggio a Budapest dal 13 al 17 marzo 2018,1,10799.6,2018-03-29,2,90,63,1
197995,5473346,979,102207,"Servizio di carico, trasporto e recupero dei rifiuti solidi urbani - CER 200108 e CER 200201 - presso impianto funzionante ed autorizzato all'esercizio.",1,1167960.0,2016-05-02,2,154,90,2
197996,5473346,979,250942,"Servizio di carico, trasporto e recupero dei rifiuti solidi urbani - CER 200108 e CER 200201 - presso impianto funzionante ed autorizzato all'esercizio.",1,1167960.0,2016-05-02,2,154,90,2
198033,18300875,9561,2190,"RECUPERO E RIQUALIFICAZIONE DELA TORRE CAMPANARIA DELLA FACCIATA SUD DELL'EX CHIESA DI SAN BENEDETTO - PSRV 2014-2020 MIS. 7.6.1. ""RECUPERO E RIQUALIFICAZIONE DEL PATRIMONIO ARCHITETTONICO DEI VILLAGG",1,28789.823333333337,2018-07-18,1,15,45,3
198034,18300875,9561,116133,"RECUPERO E RIQUALIFICAZIONE DELA TORRE CAMPANARIA DELLA FACCIATA SUD DELL'EX CHIESA DI SAN BENEDETTO - PSRV 2014-2020 MIS. 7.6.1. ""RECUPERO E RIQUALIFICAZIONE DEL PATRIMONIO ARCHITETTONICO DEI VILLAGG",1,28789.823333333337,2018-07-18,1,15,45,3
198096,18297564,7407,399237,AFFIDAMENTO ANNUALE DEI SERVIZI DELLE LUDOTECHE COMUNALI,1,151704.0,2016-12-06,2,15,85,1
198484,5205553,13719,92944,Polizza FURTO VALORI,1,52500.0,2017-03-31,2,176,66,1
198670,7552987,24675,91082,"DETERMINAZIONE A CONTRARRE. INDIZIONE DI GARA A PROCEDURA APERTA PER L`AFFIDAMENTO DI SERVIZI INTEGRATI PER L`ISRAA - SERVIZI INTEGRATI DI PULIZIA E SANIFICAZIONE DELLE SEDI RACT, MENEGAZZI E ZALIVANI",1,6840000.0,2018-03-01,2,145,90,1
199018,12087017,14046,96113,SERVIZI DI PULIZIA E LOGISTICI DELLE SEDI DEL CONSIGLIO REGIONALE DEL VENETO. RINNOVO DEL CONTRATTO FINO AL 31 GENNAIO 2019. (DECDIRIG 2018.17 del 25-01-2018),1,267013.42,2018-02-01,2,17,90,2
199019,12087017,14046,105894,SERVIZI DI PULIZIA E LOGISTICI DELLE SEDI DEL CONSIGLIO REGIONALE DEL VENETO. RINNOVO DEL CONTRATTO FINO AL 31 GENNAIO 2019. (DECDIRIG 2018.17 del 25-01-2018),1,267013.42,2018-02-01,2,17,90,2
199623,4976534,30159,93074,"PROCEDURA APERTA PER LA FORNITURA PRESIDI MONOUSO INCONTINENZA E PRODOTTI IGIENE, CON ASSISTENZA POST VENDITA",1,248600.0,2016-10-01,3,145,33,1
200689,861442,26454,87499,FATTURA N. 93/PA2017 del 30/06/2017-MACCHINA LAVASCIUGA per PALESTRA NUOVA,1,8500.0,2017-07-17,3,90,39,1
200943,13735639,8758,85363,FORNITURA MOBILI E ARREDI PER UFFICI DEL COMUNE DI JESOLO. PROCEDIMENTO MEDIANTE UTILIZZO DEL MERCAT,1,24800.0,2018-12-01,3,15,39,1
201428,10995232,9265,289705,LOTTO N.2 RCT/O,1,175000.0,2016-06-30,2,15,66,1
201624,2183333,11261,84864,CONCESSIONE DEL SERVIZIO DI REFEZIONE SCOLASTICA SETTEMBRE 2016 / GIUGNO 2019 - APPROVAZIONE NUOVE RISULTANZE DI GARA E AGGIUDICAZIONE DEFINITIVA ALLA A.T.I. SERENISSIMA RISTORAZIONE SPA - VEGRA CAMIN SRL.,1,1334000.0,2016-09-01,2,15,55,1
201752,18305067,8008,115024,AGGIUDICAZIONE AFFIDAMENTO SERVIZIO DI MANUTENZIONE E GESTIONE GIARDINI PUBBLICI E AREE ESTERNE AL CASTELLO MARCHIONALE.,1,289466.67,2017-09-29,2,15,77,1
202149,2473279,16272,177624,SERVIZI DI IGIENE AMBIENTALE NELLA LOCALITA BALNEARE DI ROSOLINA MARE (RO),1,1135398.0,2016-09-20,2,154,90,1
202533,11941681,14046,97910,FORNITURA IN NOLEGGIO DEI SISTEMI DI STAMPA DIGITALE PER IL CENTRO STAMPA DEL CONSIGLIO REGIONALE DEL VENETO,1,1000000.0,2017-02-01,3,17,30,1
202672,11329962,17446,86975,"SERVIZIO DI MOVIMENTAZIONE INTERNA DI MATERIALI, FACCHINAGGIO, IMMAGAZZINAGGIO, TRASPORTO LAGUNARE, UTILIZZO DI IMBARCAZIONI E AUTOMEZZI PER LE MANIFESTAZIONI ORGANIZZATE DALLA FONDAZIONE LA BIENNALE DI VENEZIA NEL BIENNIO 2018 - 2019",1,315000.0,2018-05-14,2,63,63,2
202673,11329962,17446,133365,"SERVIZIO DI MOVIMENTAZIONE INTERNA DI MATERIALI, FACCHINAGGIO, IMMAGAZZINAGGIO, TRASPORTO LAGUNARE, UTILIZZO DI IMBARCAZIONI E AUTOMEZZI PER LE MANIFESTAZIONI ORGANIZZATE DALLA FONDAZIONE LA BIENNALE DI VENEZIA NEL BIENNIO 2018 - 2019",1,315000.0,2018-05-14,2,63,63,2
202729,11377668,25560,220066,USCITA DIDATTICA SCAMBIO CULTURALE TEDESCHI  MAROSTICA.NOVE-BASSANO  24/10/2017,1,500.0,2017-10-24,2,90,60,1
202752,10072115,24337,309773,AFFIDAMENTO SERVIZIO ASSICURAZIONE ALUNNI,1,24054.0,2016-09-26,2,90,66,1
202898,8726222,21095,3724,SERVIZO PER PROGETTO DI EDUCAZIONE MUSICALE PREVENTIVA,1,16000.0,2016-03-04,2,103,37,1
202944,16858138,22816,1985,SERVIZIO TRASPORTO  DEL 9/04/2016 CITTA DELLA SPERANZA A PADOVA,1,450.0,2016-06-20,2,103,63,1
203028,5443964,5456,105098,SERVIZIO INFORMAGIOVANI DAL 01/04/2017 AL 31/03/2020,1,42624.0,2017-04-01,2,15,85,1
203340,13170404,26454,97919,Pagamento Fattura n.138 del 09/10/2017-SALDO NOLEGGIO BUS LA CIOTAT (F) 01/08 ott. 2017,1,4600.0,2017-11-07,2,90,60,1
203625,15650435,25235,93303,CORSO DI FORMAZIONE DEL 28/04/2017 LEGGE 104,1,235.0,2017-05-08,2,106,80,1
203840,5201839,33034,107893,LAVORI DI MANUTENZIONE E SVILUPPO RETI IDRICHE  - LOTTO O,1,300000.0,2017-04-20,1,176,45,1
204462,20110508,32890,92932,FORNITURA DI TELECAMERA STARFORM SWIFT 3D TIME-OF-FLIGHT ODOS O PERFETTAMENTE EQUIVALENTE,1,4099.0,2018-11-19,3,124,32,1
204531,11040420,25560,112887,ACQUISTO MATERIALE INFORMATICO (STAMPANTI),1,507.52,2016-03-31,3,90,30,1
204695,2299770,29981,255265,Aggiudicazione appalto lavori manutenzione straordinaria da effettuarsi nei fabbricati di competenza provinciale opere elettriche,1,80000.0,2017-06-28,1,18,45,1
204755,4398049,2996,96308,"LAVORI DI TINTEGGIATURA NEI FABBRICATI DELL'AZIENDA ULSS 6
EUGANEA LOTTO CENTRO",1,190000.0,2018-10-30,1,135,45,1
205009,266798,35402,97629,GARA CRAS NUTRIZIONALI II - LOTTO  23 ADDENSANTE IN POLVERE PER ALIMENTI E BEVANDE A BASE DI GOMME DI XANTANO,1,19100.0,2016-07-01,3,135,15,1
205841,8315098,2435,282603,"Stent ad espansione passiva non premontato, tipo Palmatz, per vasi medi, diametro inferiore a mm 14",1,18900.0,2017-05-01,3,139,33,1
205980,12417432,25560,85115,VIAGGIO ISTRUZIONE A ROMA DAL 20 AL 23 FEBBRAIO 2018,1,15000.0,2018-02-20,2,90,63,1
206015,17559511,910,87001,"Servizi triennali di coperture assicurative per ARPAV, suddivisi in 7 lotti. Lotto 3 - Polizza RC Patrimoniale-colpa lieve",1,83349.0,2018-03-31,2,2,66,1
206139,9932862,33005,104782,PERGAMENE PER PREMI FESTA SAN MARCO,1,138.0,2018-06-21,3,176,22,1
206180,12736079,25560,93444,SCAMBIO CULTURALE IN USCITA DANIMARCA DAL 4 AL 11 OTTOBRE 2017,1,10000.0,2017-10-04,2,90,63,1
206318,10892589,2469,86884,"GARA N. 165 / 2016 - PROCEDURA APERTA PER LA FORNITURA TRIENNALE, RINNOVABILE PER ULTERIORI 24 MESI, DI AGHI CANNULA CON RACCORDO A ``Y`` E MANDRINO ESTRAIBILE - LOTTO UNICO -  AGGIUDICAZIONE DEFINITIVA - IMPORTO   1.464.000,00=, IVA COMPRESA.",1,1785000.0,2017-04-15,3,140,34,1
206627,5503427,33034,90810,BS 246-17/LC - SERVIZI DI PULIZIA DI AREE VERDI E SERVIZI ATTINENTI SUL TERRITORIO DEL COMUNE DI VENEZIA - LOTTO 1,1,375359.73333333334,2018-01-01,2,176,77,3
206628,5503427,33034,104713,BS 246-17/LC - SERVIZI DI PULIZIA DI AREE VERDI E SERVIZI ATTINENTI SUL TERRITORIO DEL COMUNE DI VENEZIA - LOTTO 1,1,375359.73333333334,2018-01-01,2,176,77,3
206629,5503427,33034,341232,BS 246-17/LC - SERVIZI DI PULIZIA DI AREE VERDI E SERVIZI ATTINENTI SUL TERRITORIO DEL COMUNE DI VENEZIA - LOTTO 1,1,375359.73333333334,2018-01-01,2,176,77,3
206735,2324466,2998,85263,LOTTO 7 - SISTEMA PROTESICO DANCA NON CEMENTATO NELLE VERSIONI A CONSERVAZIONE DEL COLLO FEMORALE E A PRESA METAFISARIA,1,225000.0,2018-04-01,3,135,33,1
206741,14042342,33063,393997,TRONCO 51 - SERVIZIO SGOMBERO NEVE QUINQUENNIO 2018-2023,1,26000.0,2018-11-01,2,176,90,1
206765,2861215,13118,93398,SOGGIORNI CLIMATICI OVER 60 ANNO 2017 - RICCIONE,1,35000.0,2017-06-14,2,15,63,1
207597,13628738,13118,367879,procedura aperta per l'affidamento della gestione di interventi di animazione socio culturale ed educativi afferenti allo &quot;Spazio Famiglie&quot; per il periodo 1° luglio 2018 - 31 agosto 2021,1,191900.3,2018-07-01,2,15,85,1
207607,4258777,2996,95147,"LAVORI DI ADEGUAMENTO SISMICO DEL FABBRICATO DENOMINATO CASA ROSSA, IN VIA J. AVANZO 35  PADOVA",1,540155.0,2017-07-12,1,135,45,1
207666,14100106,31568,783540,manutenzione degli impianti di climatizzazione autobus urbani ed extraurbani,1,98100.0,2017-05-16,2,157,50,1
207709,312200,1131,118486,FORNITURA DI PRODOTTI CHIMICI E REAGENTI PER IMPIANTI DI DEPURAZIONE E CAPTAZIONE ACQUEDOTTO. PERIODO 24 MESI.,1,507614.0,2017-06-09,3,154,24,1
207962,1812454,2996,85794,"Procedura aperta per l'affidamento del servizio di cassa e dei servizi finanziari connessi per l'Azienda ULSS 16 di Padova, l'Azienda ULSS 15 di Cittadella e l'Azienda ULSS 17 di Monselice. Presa d'atto dell'assenza di offerte per il lotto 1 (servizio di cassa) e affidamento del lotto 2 (noleggio full service di riscuotitrici automatiche) all'impresa Sigma di Altidona (FM) per il periodo complessivo di 9 anni per l'importo di euro 1.501.200,00 (IVA esclusa).",1,1552000.0,2017-06-01,2,135,66,1
208364,2835934,2997,85151,Servizio Approvvigionamenti - Procedura aperta per l'aggiudicazione dell'Appalto Specifico per l'affidamento della fornitura di prodotti farmaceutici ``in esclusiva`` (n. 54 Lotti) nell'ambito del Sistema Dinamico di Acquisizione della Pubblica Ammin,1,10927.0,2016-07-01,3,135,33,1
208812,2017215,2469,89811,"FORNITURA TRIENNALE, RINNOVABILE DI 24 MESI, DI CATETERI VENOSI, ARTERIOSI ED ACCESSORI, SUDDIVISA IN N. 26 LOTTI - GARA A PROCEDURA APERTA SECONDO LA NORMATIVA EUROPEA (GARA N.17/2013) - AGGIUDICAZIONE DEFINITIVA.  IMPORTO COMPLESSIVO   998.350,07 I",1,29300.0,2016-06-09,3,140,33,1
209078,20077497,36257,111130,Servizio di Approvvigionamento presso l’industria privata di grassi ed oli lubrificanti per il servizio della motorizzazione – Lt. 20.000 (OLIO MOTORE SAE 10W),1,78000.0,2018-12-18,3,130,24,1
209191,7914723,16272,312446,"SERVIZI DI RITIRO, TRATTAMENTO, RECUPERO E/O SMALTIMENTO FRAZIONI UMIDO ORGANICO E VERDE - BARICENTRO OCCHIOBELLO (RO)",1,154980.0,2016-08-16,2,154,90,1
209369,9124997,4554,92587,LAVORI DI RISANAMENTO DELLE FONDAZIONI STRADALI AREA SUD E NORD,1,295732.0,2017-09-27,1,14,45,2
209370,9124997,4554,89809,LAVORI DI RISANAMENTO DELLE FONDAZIONI STRADALI AREA SUD E NORD,1,295732.0,2017-09-27,1,14,45,2
209863,2344030,25602,93285,FT 520-FE - 021117 - Noleggio 1 Pullman per Bosco Chiesanuova (BoscoPark - 161017),1,350.0,2017-11-15,2,90,60,1
210019,6530536,1132,99221,SERVIZI DI COPERTURA ASSICURATIVA - LOTTO 2 GUASTI MACCHINE,1,115000.0,2017-06-30,2,154,66,1
210469,16156592,15362,102207,TRASPORTO E RECUPERO IN UN IMPIANTO AUTORIZZATO DI 3.000 (TREMILA) T/ANNO DI VEGETALE (CER 20 02 01) DI QUALITÀ PREVISTA DAL DGRV 568 DEL 2005,1,135100.0,2018-10-04,2,176,90,2
210470,16156592,15362,445809,TRASPORTO E RECUPERO IN UN IMPIANTO AUTORIZZATO DI 3.000 (TREMILA) T/ANNO DI VEGETALE (CER 20 02 01) DI QUALITÀ PREVISTA DAL DGRV 568 DEL 2005,1,135100.0,2018-10-04,2,176,90,2
210746,14476528,8869,318132,SERVIZIO DI BROKERAGGIO ASSICURATIVO,1,72000.0,2018-02-01,2,15,66,1
211205,9360882,3499,3093,SERVIZIO DI TESORERIA PER LA CAMERA DI COMMERCIO I.A.A. DI VERONA,1,157500.0,2016-07-01,2,28,66,1
211369,1161470,1132,92944,SERVIZIO DI COPERTURA ASSICURATIVA - LOTTO 1 ALL RISKS SITI AZIENDALI,1,77000.0,2017-06-30,2,154,66,1
212162,7828339,13118,479664,SOGGIORNI CLIMATICI OVER 60 ANNO 2017 - CATTOLICA,1,37930.0,2017-07-02,2,15,63,1
212209,2837226,2985,146032,"Affidamento mediante accordo quadro, della fornitura di dispositivi medici per incontinenti gravi (cateteri vescicali ed esterni e raccoglitori per urina da gamba), per i pazienti territoriali dell'Azienda ULSS n. 1 di Dolomiti per il periodo 01/11/2",1,3333.3333333333335,2017-11-01,3,135,33,3
212210,2837226,2985,322244,"Affidamento mediante accordo quadro, della fornitura di dispositivi medici per incontinenti gravi (cateteri vescicali ed esterni e raccoglitori per urina da gamba), per i pazienti territoriali dell'Azienda ULSS n. 1 di Dolomiti per il periodo 01/11/2",1,3333.3333333333335,2017-11-01,3,135,33,3
212211,2837226,2985,89811,"Affidamento mediante accordo quadro, della fornitura di dispositivi medici per incontinenti gravi (cateteri vescicali ed esterni e raccoglitori per urina da gamba), per i pazienti territoriali dell'Azienda ULSS n. 1 di Dolomiti per il periodo 01/11/2",1,3333.3333333333335,2017-11-01,3,135,33,3
212368,11731051,25560,87542,SOGGIORNO STUDIO SALAMANCA 14 - 28 LUGLIO 2018,1,12000.0,2018-07-15,2,90,63,1
212565,1336896,31568,507797,SERVIZIO TRIENNALE DI MANUTENZIONE IMPIANTI TERMICI CON DELEGA DI RESPONSABILITA  AD UN TERZO (DPR 412/1993) E TENUTA DEI LIBRETTI DI IMPIANTO,1,12600.0,2016-09-19,2,157,50,1
212602,150975,12487,87866,Acquisto cartella materiale elettorale in versione softelweb per referendum 17 aprile,1,233.02,2016-03-01,3,15,75,1
212857,4716409,33034,456072,BS 372-17DB SERVIZIO DI PULIZIA DELLE SPIAGGE DI CHIOGGIA - VE,1,363110.0,2018-10-01,2,176,90,2
213213,275182552,12487,87866,IMPEGNO DI SPESA PER ACQUISTO DITTA MAGGIOLI MODULGRAFICA STAMPATI PER UFFICIO ANAGRAFE,1,187.32,2016-07-04,3,15,22,1
213591,8277743,2435,93312,Kit microsensore subdurale/parenchimale per PIC (pressione intracranica) e apparecchiatura ID 14P005,1,8850.0,2016-11-01,3,139,33,1
